Gen;Location;Block;Plantheight;Seedyield;Seedyield_bio;Biomass_bio;TKW_plot;TKW_bio;Spike_number;Sedimentation;Falling_number;Crude_protein
BRISONr_167;QLB;B1;76.00;29.56;195.12;937.20;33.20;31.43;440.00;64.00;180.00;18.61
BRISONr_168;QLB;B1;76.00;36.21;284.24;1147.92;28.61;29.30;524.00;51.00;433.00;17.93
BRISONr_169;QLB;B1;70.00;37.75;276.40;1105.44;28.53;27.13;432.00;49.00;89.00;17.79
BRISONr_170;QLB;B1;75.00;46.27;324.72;1036.88;19.75;19.77;712.00;60.00;195.00;16.35
BRISONr_171;QLB;B1;88.00;45.16;374.00;1249.60;22.45;21.67;584.00;44.00;161.00;15.87
BRISONr_172;QLB;B1;83.00;34.99;267.36;932.16;29.47;29.67;392.00;44.00;513.00;14.70
BRISONr_173;QLB;B1;81.00;42.75;382.16;1222.80;31.50;36.47;504.00;41.00;151.00;16.20
BRISONr_174;QLB;B1;84.00;40.63;245.28;893.12;30.30;30.23;464.00;48.00;353.00;15.97
BRISONr_175;QLB;B1;74.00;37.81;306.96;1061.92;31.91;32.23;452.00;37.00;469.00;15.12
BRISONr_176;QLB;B1;86.00;41.08;241.68;972.00;27.58;27.67;432.00;58.00;236.00;16.84
BRISONr_177;QLB;B1;62.00;50.77;370.96;1100.00;27.37;31.30;464.00;58.00;263.00;16.08
BRISONr_178;QLB;B1;51.00;41.57;327.60;1235.28;25.71;27.40;592.00;56.00;516.00;17.09
BRISONr_179;QLB;B1;58.00;41.31;270.56;944.16;24.57;27.37;460.00;56.00;220.00;16.17
BRISONr_180;QLB;B1;66.00;53.35;442.72;1291.60;28.27;32.80;492.00;60.00;530.00;16.15
BRISONr_181;QLB;B1;64.00;48.56;324.80;1027.36;25.83;25.50;536.00;48.00;356.00;16.80
BRISONr_182;QLB;B1;72.00;54.31;429.20;1215.20;26.72;28.70;564.00;60.00;131.00;15.75
BRISONr_183;QLB;B1;67.00;50.86;295.12;951.68;23.45;22.33;804.00;57.00;449.00;17.17
BRISONr_184;QLB;B1;77.00;55.21;426.00;1188.72;30.85;31.93;480.00;66.00;229.00;14.80
BRISONr_185;QLB;B1;65.00;46.98;403.36;1104.00;25.95;28.17;600.00;56.00;336.00;15.55
BRISONr_186;QLB;B1;55.00;43.51;226.00;777.92;24.05;27.77;552.00;53.00;190.00;16.53
BRISONr_187;QLB;B1;96.00;47.88;471.28;1649.20;22.02;20.67;692.00;52.00;409.00;15.67
BRISONr_188;QLB;B1;63.00;41.24;320.96;1150.48;27.20;26.73;440.00;60.00;298.00;16.76
BRISONr_189;QLB;B1;63.00;51.74;327.84;946.80;26.77;25.40;516.00;56.00;490.00;15.17
BRISONr_190;QLB;B1;78.00;52.41;439.84;1205.44;26.03;30.00;456.00;41.00;193.00;15.59
BRISONr_191;QLB;B1;68.00;49.02;471.68;1433.12;26.60;24.87;444.00;51.00;160.00;15.89
BRISONr_192;QLB;B1;68.00;36.40;261.36;1027.60;22.25;21.60;788.00;54.00;197.00;17.38
BRISONr_193;QLB;B1;64.00;40.38;275.04;1081.60;24.85;24.23;632.00;50.00;141.00;16.35
BRISONr_194;QLB;B1;69.00;47.63;397.68;1251.12;28.70;30.17;524.00;59.00;237.00;16.61
BRISONr_195;QLB;B1;61.00;39.45;331.92;1118.72;29.64;28.77;440.00;62.00;232.00;16.83
BRISONr_196;QLB;B1;72.00;45.69;326.88;1078.96;29.30;29.97;552.00;61.00;72.00;14.33
BRISONr_197;QLB;B1;71.00;57.93;367.60;1032.32;37.81;42.13;564.00;63.00;147.00;15.28
BRISONr_198;QLB;B1;76.00;41.04;365.04;1311.84;30.04;30.47;456.00;44.00;62.00;16.50
BRISONr_199;QLB;B1;71.00;46.84;270.96;949.28;24.02;23.47;528.00;53.00;229.00;15.85
BRISONr_200;QLB;B1;71.00;52.53;399.28;1213.04;29.73;29.40;508.00;55.00;395.00;16.02
BRISONr_201;QLB;B1;73.00;50.95;412.72;1354.00;24.71;25.70;448.00;41.00;119.00;16.16
BRISONr_202;QLB;B1;70.00;55.08;383.36;1164.08;30.10;31.63;468.00;53.00;154.00;15.32
BRISONr_203;QLB;B1;72.00;46.84;378.64;1276.24;29.76;29.13;496.00;51.00;280.00;15.76
BRISONr_204;QLB;B1;70.00;56.71;391.52;1257.44;25.83;27.47;652.00;50.00;355.00;15.20
BRISONr_205;QLB;B1;68.00;43.81;325.04;1110.32;22.96;22.83;512.00;47.00;116.00;14.99
BRISONr_206;QLB;B1;90.00;49.17;372.48;1119.92;26.63;27.77;;51.00;314.00;13.73
BRISONr_207;QLB;B1;66.00;48.53;360.24;1099.84;28.92;29.67;540.00;54.00;280.00;16.17
BRISONr_208;QLB;B1;82.00;59.47;406.72;1197.04;33.08;32.67;476.00;55.00;268.00;16.31
BRISONr_209;QLB;B1;82.00;50.25;290.56;1123.28;23.45;23.10;488.00;62.00;421.00;16.72
BRISONr_210;QLB;B1;78.00;54.72;398.80;1226.80;39.79;39.27;452.00;59.00;98.00;15.87
BRISONr_211;QLB;B1;75.00;44.29;297.20;1061.20;22.27;20.37;512.00;53.00;200.00;16.16
BRISONr_212;QLB;B1;92.00;47.41;290.16;1019.84;26.98;26.97;436.00;48.00;484.00;17.11
BRISONr_213;QLB;B1;74.00;47.64;223.68;808.00;31.30;30.33;560.00;54.00;351.00;16.22
BRISONr_214;QLB;B1;60.00;44.58;271.76;921.44;27.35;26.27;532.00;56.00;244.00;17.05
BRISONr_215;QLB;B1;70.00;56.21;389.76;1180.72;28.15;28.00;516.00;46.00;302.00;15.77
BRISONr_216;QLB;B1;65.00;45.41;283.04;1021.36;25.95;27.37;612.00;49.00;119.00;16.22
BRISONr_217;QLB;B1;72.00;56.79;347.92;990.88;26.29;27.93;744.00;45.00;262.00;15.37
BRISONr_218;QLB;B1;72.00;53.43;310.48;953.36;24.08;22.83;532.00;53.00;181.00;15.63
BRISONr_219;QLB;B1;52.00;29.89;193.04;814.00;22.64;23.83;580.00;64.00;107.00;18.00
BRISONr_220;QLB;B1;68.00;54.79;323.36;1061.44;31.16;32.00;456.00;35.00;117.00;14.58
BRISONr_1;QLB;B2;76.00;58.97;413.44;1396.72;27.58;27.90;864.00;45.00;363.00;15.82
BRISONr_2;QLB;B2;77.00;42.65;327.44;1073.20;25.14;27.33;552.00;49.00;121.00;16.72
BRISONr_3;QLB;B2;77.00;49.54;324.72;888.16;39.47;37.83;448.00;59.00;290.00;16.43
BRISONr_4;QLB;B2;84.00;46.31;268.80;766.00;25.20;27.63;528.00;41.00;64.00;17.71
BRISONr_5;QLB;B2;83.00;52.22;505.28;1522.40;32.22;31.43;756.00;52.00;312.00;16.56
BRISONr_6;QLB;B2;81.00;55.87;420.08;1170.88;31.11;31.53;476.00;51.00;284.00;15.17
BRISONr_7;QLB;B2;84.00;54.00;426.64;1023.52;27.18;27.67;512.00;44.00;147.00;16.56
BRISONr_8;QLB;B2;84.00;39.22;314.40;1089.60;29.52;27.57;464.00;34.00;141.00;16.30
BRISONr_9;QLB;B2;90.00;62.62;379.36;1192.08;29.87;29.57;516.00;57.00;458.00;16.32
BRISONr_10;QLB;B2;85.00;50.20;312.32;914.24;28.10;25.63;540.00;54.00;413.00;15.70
BRISONr_11;QLB;B2;90.00;51.05;337.84;1062.96;29.99;29.77;;50.00;277.00;13.92
BRISONr_12;QLB;B2;86.00;50.70;344.48;1172.48;36.35;35.77;524.00;58.00;404.00;17.32
BRISONr_13;QLB;B2;89.00;52.51;335.52;1055.20;27.92;28.70;472.00;49.00;159.00;16.49
BRISONr_14;QLB;B2;81.00;41.46;249.68;962.40;32.05;30.17;704.00;46.00;448.00;16.65
BRISONr_15;QLB;B2;87.00;40.51;268.80;1112.00;30.04;30.37;464.00;44.00;126.00;16.10
BRISONr_16;QLB;B2;80.00;45.47;270.72;957.84;33.31;29.43;732.00;34.00;243.00;17.10
BRISONr_17;QLB;B2;78.00;52.13;495.36;1374.16;35.54;36.43;524.00;52.00;268.00;15.29
BRISONr_18;QLB;B2;86.00;60.02;371.84;1143.76;35.80;31.30;612.00;45.00;297.00;15.28
BRISONr_19;QLB;B2;89.00;56.17;233.76;872.08;31.11;29.37;724.00;54.00;396.00;16.08
BRISONr_20;QLB;B2;86.00;51.09;341.92;1088.72;29.30;28.57;496.00;49.00;232.00;16.42
BRISONr_21;QLB;B2;93.00;50.34;333.68;1156.00;28.12;28.30;612.00;52.00;395.00;16.28
BRISONr_22;QLB;B2;81.00;50.82;395.44;1221.28;27.67;26.23;536.00;46.00;340.00;15.85
BRISONr_23;QLB;B2;86.00;48.52;323.52;756.16;33.11;33.87;660.00;55.00;210.00;15.62
BRISONr_24;QLB;B2;85.00;46.23;369.20;931.28;34.17;26.87;548.00;54.00;180.00;16.32
BRISONr_25;QLB;B2;90.00;41.91;333.12;1047.84;34.17;32.23;508.00;61.00;321.00;17.17
BRISONr_26;QLB;B2;91.00;54.98;440.48;1209.92;37.32;36.83;492.00;49.00;342.00;15.37
BRISONr_27;QLB;B2;85.00;38.89;209.04;962.40;27.55;26.23;512.00;42.00;245.00;17.91
BRISONr_28;QLB;B2;78.00;42.02;327.68;1043.28;23.56;25.13;848.00;38.00;66.00;16.15
BRISONr_29;QLB;B2;81.00;49.26;415.12;1250.08;31.73;34.77;440.00;49.00;63.00;14.96
BRISONr_30;QLB;B2;82.00;52.05;322.48;859.92;28.12;27.47;496.00;56.00;359.00;17.26
BRISONr_31;QLB;B2;82.00;55.01;411.52;1346.40;32.16;31.83;592.00;49.00;366.00;16.11
BRISONr_32;QLB;B2;88.00;40.32;267.20;889.28;33.71;31.90;576.00;49.00;130.00;16.18
BRISONr_33;QLB;B2;88.00;53.65;408.80;1293.04;30.27;27.80;512.00;36.00;118.00;15.98
BRISONr_34;QLB;B2;90.00;48.28;438.72;1442.00;29.93;29.83;512.00;61.00;364.00;17.59
BRISONr_35;QLB;B2;86.00;52.57;318.40;1009.52;30.79;29.67;476.00;52.00;161.00;16.28
BRISONr_36;QLB;B2;90.00;45.58;318.88;1042.96;31.59;27.77;712.00;53.00;353.00;16.17
BRISONr_37;QLB;B2;85.00;41.40;328.56;1032.32;26.55;25.47;724.00;58.00;433.00;17.79
BRISONr_38;QLB;B2;94.00;53.25;428.88;1268.88;27.15;28.57;568.00;53.00;377.00;16.35
BRISONr_39;QLB;B2;83.00;41.99;288.00;1047.52;33.00;30.37;432.00;53.00;409.00;16.33
BRISONr_40;QLB;B2;95.00;57.18;402.00;1212.64;33.08;34.30;484.00;44.00;166.00;15.38
BRISONr_41;QLB;B2;87.00;56.04;394.32;1123.84;30.62;28.80;676.00;49.00;220.00;15.89
BRISONr_42;QLB;B2;86.00;47.37;416.16;1242.88;30.16;28.83;464.00;41.00;96.00;16.50
BRISONr_43;QLB;B2;83.00;54.74;349.20;798.96;33.69;34.17;456.00;37.00;281.00;14.73
BRISONr_44;QLB;B2;86.00;47.31;335.60;1121.12;32.28;32.23;504.00;46.00;269.00;15.45
BRISONr_45;QLB;B2;93.00;51.26;265.20;658.88;33.69;34.30;544.00;49.00;288.00;15.54
BRISONr_46;QLB;B2;94.00;41.92;374.48;1147.44;28.55;29.80;492.00;49.00;247.00;17.00
BRISONr_47;QLB;B2;88.00;50.08;367.04;1204.48;27.29;27.80;684.00;50.00;447.00;15.62
BRISONr_48;QLB;B2;87.00;49.41;292.48;1154.56;30.76;29.80;528.00;51.00;236.00;16.24
BRISONr_49;QLB;B2;90.00;59.55;368.08;1011.20;29.58;28.97;576.00;53.00;405.00;15.58
BRISONr_50;QLB;B2;100.00;40.34;288.48;1057.84;30.42;28.43;448.00;58.00;330.00;16.43
BRISONr_51;QLB;B2;87.00;49.17;353.52;829.44;35.17;36.63;552.00;49.00;146.00;16.04
BRISONr_52;QLB;B2;88.00;50.49;365.84;1173.28;25.57;25.50;628.00;50.00;376.00;17.05
BRISONr_53;QLB;B2;81.00;46.84;346.88;1166.72;30.81;30.00;664.00;60.00;135.00;15.73
BRISONr_54;QLB;B2;96.00;57.04;287.12;749.60;28.70;30.97;556.00;51.00;386.00;15.50
BRISONr_55;QLB;B2;93.00;50.32;347.04;1117.20;29.41;29.73;584.00;55.00;327.00;16.08
BRISONr_56;QLB;B2;87.00;54.03;502.88;1349.92;27.58;31.03;744.00;58.00;174.00;15.88
BRISONr_57;QLB;B2;83.00;43.65;254.48;662.40;33.02;30.77;444.00;56.00;459.00;13.02
BRISONr_58;QLB;B2;83.00;44.64;256.96;1019.20;29.33;31.83;572.00;48.00;270.00;16.26
BRISONr_59;QLB;B2;82.00;42.87;342.08;1221.20;30.68;28.23;704.00;50.00;431.00;16.71
BRISONr_60;QLB;B2;91.00;61.53;345.60;1044.80;32.45;32.77;532.00;57.00;209.00;15.93
BRISONr_61;QLB;B2;82.00;54.46;303.28;1072.56;30.64;30.07;644.00;55.00;235.00;16.51
BRISONr_62;QLB;B2;92.00;48.37;431.68;1266.96;31.73;32.73;468.00;46.00;223.00;16.37
BRISONr_63;QLB;B2;87.00;43.49;244.24;755.76;34.00;31.30;388.00;49.00;306.00;16.72
BRISONr_64;QLB;B2;88.00;47.12;356.72;1007.20;35.78;37.60;432.00;53.00;472.00;15.39
BRISONr_65;QLB;B2;96.00;50.19;435.44;1495.28;30.73;30.80;472.00;47.00;235.00;16.21
BRISONr_66;QLB;B2;90.00;51.51;473.28;1409.36;32.40;34.13;536.00;54.00;373.00;16.06
BRISONr_67;QLB;B2;86.00;44.82;324.48;812.08;27.52;29.53;436.00;42.00;152.00;15.70
BRISONr_68;QLB;B2;92.00;45.19;312.56;1024.24;28.58;27.07;492.00;50.00;186.00;15.88
BRISONr_69;QLB;B2;98.00;42.95;332.64;1017.20;31.36;30.13;604.00;38.00;127.00;16.44
BRISONr_70;QLB;B2;103.00;55.03;318.96;942.96;31.93;31.20;460.00;57.00;426.00;16.58
BRISONr_71;QLB;B2;96.00;57.58;336.24;989.52;29.64;30.50;660.00;50.00;323.00;16.36
BRISONr_72;QLB;B2;92.00;50.78;298.00;738.40;25.05;25.50;532.00;51.00;198.00;15.61
BRISONr_73;QLB;B2;89.00;55.21;474.88;1289.44;31.97;34.27;600.00;46.00;221.00;15.72
BRISONr_74;QLB;B2;83.00;39.51;295.44;961.44;27.63;27.70;420.00;49.00;472.00;15.72
BRISONr_75;QLB;B2;90.00;52.84;294.56;1049.36;30.10;30.03;688.00;61.00;194.00;15.99
BRISONr_76;QLB;B2;101.00;47.65;356.16;1270.72;33.63;35.37;700.00;57.00;491.00;16.19
BRISONr_77;QLB;B2;106.00;51.12;530.32;1480.32;32.10;32.70;480.00;59.00;325.00;16.50
BRISONr_78;QLB;B2;102.00;53.20;377.20;1267.12;28.15;28.97;784.00;57.00;238.00;16.49
BRISONr_79;QLB;B2;88.00;54.67;428.72;1327.44;28.41;29.37;512.00;48.00;308.00;15.79
BRISONr_80;QLB;B2;92.00;65.54;521.04;1331.36;37.47;37.70;528.00;33.00;343.00;14.03
BRISONr_81;QLB;B2;97.00;51.30;291.76;1136.24;33.11;32.40;700.00;50.00;174.00;16.67
BRISONr_82;QLB;B2;76.00;47.00;309.20;1156.24;26.26;25.93;592.00;61.00;409.00;17.61
BRISONr_83;QLB;B2;100.00;55.04;333.76;1122.72;34.20;35.83;544.00;54.00;123.00;16.72
BRISONr_84;QLB;B2;93.00;47.64;161.44;931.36;27.89;28.43;436.00;41.00;310.00;16.53
BRISONr_85;QLB;B2;91.00;45.97;270.96;1003.44;29.61;29.97;684.00;55.00;67.00;16.75
BRISONr_86;QLB;B2;97.00;55.09;228.96;917.76;30.25;28.50;440.00;33.00;63.00;15.27
BRISONr_87;QLB;B2;85.00;49.20;309.04;1039.04;30.25;32.50;724.00;38.00;270.00;16.46
BRISONr_88;QLB;B2;92.00;46.30;377.20;947.76;28.66;30.07;600.00;61.00;390.00;16.64
BRISONr_89;QLB;B2;93.00;56.45;426.24;1344.96;31.50;31.43;548.00;31.00;353.00;15.56
BRISONr_90;QLB;B2;93.00;36.35;215.20;750.56;33.14;33.03;488.00;58.00;394.00;17.36
BRISONr_91;QLB;B2;98.00;61.10;399.12;1281.76;27.92;28.27;612.00;52.00;426.00;16.09
BRISONr_92;QLB;B2;91.00;46.04;347.12;1090.88;31.73;29.60;380.00;39.00;395.00;15.63
BRISONr_93;QLB;B2;87.00;48.92;320.40;1095.28;31.39;28.77;484.00;54.00;299.00;17.02
BRISONr_94;QLB;B2;87.00;38.41;231.68;935.52;24.08;22.37;552.00;38.00;167.00;16.82
BRISONr_95;QLB;B2;89.00;41.66;303.12;1142.48;26.49;27.50;496.00;53.00;210.00;16.89
BRISONr_96;QLB;B2;94.00;48.80;366.48;1235.68;28.32;29.93;676.00;49.00;285.00;16.94
BRISONr_97;QLB;B2;91.00;38.69;342.88;1042.32;31.19;32.23;536.00;40.00;121.00;16.35
BRISONr_98;QLB;B2;109.00;47.72;275.44;947.20;33.97;33.80;752.00;59.00;342.00;15.75
BRISONr_99;QLB;B2;100.00;60.24;454.72;1268.32;37.26;38.57;496.00;54.00;176.00;15.66
BRISONr_100;QLB;B2;87.00;43.59;332.80;1285.20;28.53;24.97;552.00;53.00;324.00;17.60
BRISONr_101;QLB;B2;90.00;42.46;368.00;1244.88;32.94;37.50;612.00;65.00;270.00;17.03
BRISONr_102;QLB;B2;100.00;37.45;153.36;717.36;31.02;31.73;580.00;61.00;293.00;17.43
BRISONr_103;QLB;B2;94.00;41.53;276.32;1009.44;28.41;27.47;764.00;56.00;140.00;17.64
BRISONr_104;QLB;B2;84.00;49.06;301.68;1157.68;27.12;26.90;648.00;61.00;189.00;16.57
BRISONr_105;QLB;B2;99.00;46.53;348.80;1018.80;29.70;30.83;436.00;54.00;229.00;15.93
BRISONr_106;QLB;B2;100.00;46.66;299.20;1024.16;34.14;35.10;564.00;32.00;116.00;15.71
BRISONr_107;QLB;B2;92.00;52.93;381.52;1213.36;34.83;35.77;448.00;53.00;282.00;15.34
BRISONr_108;QLB;B2;81.00;42.15;314.64;1190.00;36.87;34.63;524.00;39.00;157.00;16.21
BRISONr_109;QLB;B2;103.00;39.40;248.96;963.28;35.11;34.37;424.00;64.00;439.00;16.86
BRISONr_110;QLB;B2;93.00;34.34;200.96;807.20;32.94;31.47;388.00;57.00;291.00;17.69
BRISONr_111;QLB;B2;77.00;48.64;352.32;1278.00;30.76;28.40;384.00;62.00;425.00;17.43
BRISONr_112;QLB;B2;99.00;51.41;387.60;1273.52;36.81;36.57;500.00;61.00;410.00;16.95
BRISONr_113;QLB;B2;84.00;40.02;253.28;967.04;31.33;29.37;644.00;62.00;513.00;16.11
BRISONr_114;QLB;B2;90.00;40.60;300.96;1000.16;28.21;27.83;396.00;42.00;239.00;17.43
BRISONr_115;QLB;B2;98.00;42.95;349.12;1125.20;27.95;26.30;572.00;38.00;405.00;16.88
BRISONr_116;QLB;B2;100.00;47.10;229.68;908.24;29.21;28.23;688.00;53.00;367.00;16.36
BRISONr_117;QLB;B2;95.00;44.88;284.88;927.04;31.97;34.20;476.00;62.00;377.00;17.05
BRISONr_118;QLB;B2;91.00;57.99;410.80;885.04;37.84;39.77;544.00;53.00;217.00;15.76
BRISONr_119;QLB;B2;96.00;61.17;399.52;1192.40;31.85;29.43;648.00;52.00;430.00;16.94
BRISONr_120;QLB;B2;97.00;42.49;252.40;850.56;32.96;31.87;408.00;53.00;172.00;17.03
BRISONr_121;QLB;B2;102.00;42.20;326.08;1190.32;32.02;30.17;488.00;63.00;148.00;17.48
BRISONr_122;QLB;B2;93.00;54.29;319.84;770.48;30.85;34.17;672.00;55.00;353.00;17.62
BRISONr_123;QLB;B2;89.00;44.65;388.96;1183.44;24.17;25.80;428.00;37.00;442.00;16.32
BRISONr_124;QLB;B2;95.00;44.16;283.52;1103.20;29.76;27.27;772.00;65.00;129.00;16.95
BRISONr_125;QLB;B2;77.00;37.52;301.52;1193.04;27.15;26.43;544.00;63.00;185.00;16.70
BRISONr_126;QLB;B2;83.00;48.46;440.32;1181.44;31.45;34.00;564.00;52.00;318.00;16.26
BRISONr_127;QLB;B2;98.00;37.54;289.36;1040.16;29.18;30.20;588.00;57.00;227.00;16.85
BRISONr_128;QLB;B2;98.00;47.87;455.44;1305.44;35.17;35.70;524.00;37.00;386.00;14.21
BRISONr_129;QLB;B2;90.00;40.70;248.00;1006.80;24.91;26.07;700.00;64.00;396.00;17.47
BRISONr_130;QLB;B2;104.00;40.46;253.28;855.60;31.42;33.53;644.00;46.00;243.00;16.99
BRISONr_131;QLB;B2;86.00;40.23;224.32;875.76;29.67;29.50;604.00;48.00;158.00;17.50
BRISONr_132;QLB;B2;92.00;36.54;222.80;834.24;26.63;24.80;796.00;55.00;509.00;17.51
BRISONr_133;QLB;B2;89.00;35.01;214.48;834.08;26.66;25.17;624.00;64.00;314.00;18.00
BRISONr_134;QLB;B2;89.00;41.79;277.68;1026.88;30.64;32.07;644.00;63.00;426.00;16.70
BRISONr_135;QLB;B2;84.00;29.57;182.56;861.76;33.54;30.03;608.00;65.00;281.00;17.68
BRISONr_136;QLB;B2;98.00;50.80;323.76;1226.32;31.93;32.90;724.00;54.00;413.00;16.26
BRISONr_137;QLB;B2;95.00;37.18;233.92;923.04;26.51;27.13;652.00;53.00;203.00;17.03
BRISONr_138;QLB;B2;100.00;43.95;316.88;1211.84;29.78;29.57;600.00;63.00;250.00;17.57
BRISONr_139;QLB;B2;110.00;40.78;253.92;960.48;30.50;30.37;584.00;43.00;207.00;17.04
BRISONr_140;QLB;B2;99.00;34.82;268.48;1154.40;33.88;32.00;552.00;47.00;173.00;17.21
BRISONr_141;QLB;B2;103.00;51.03;416.56;1322.80;35.32;36.70;604.00;60.00;264.00;16.81
BRISONr_142;QLB;B2;95.00;45.62;292.00;1056.48;33.74;33.83;592.00;62.00;284.00;16.67
BRISONr_143;QLB;B2;102.00;54.44;377.92;1211.60;35.69;34.90;608.00;56.00;403.00;15.58
BRISONr_144;QLB;B2;94.00;38.38;324.64;1162.88;32.91;35.80;504.00;45.00;146.00;15.98
BRISONr_145;QLB;B2;87.00;36.29;254.16;1043.28;33.14;33.20;496.00;68.00;426.00;18.59
BRISONr_146;QLB;B2;104.00;42.41;262.64;950.32;33.65;32.53;472.00;69.00;198.00;17.38
BRISONr_147;QLB;B2;100.00;43.77;264.48;942.88;32.45;32.87;464.00;62.00;296.00;16.11
BRISONr_148;QLB;B2;104.00;46.67;361.84;1289.60;33.02;32.90;604.00;60.00;288.00;16.29
BRISONr_149;QLB;B2;104.00;36.00;285.12;1010.56;31.33;32.33;644.00;64.00;316.00;17.03
BRISONr_150;QLB;B2;92.00;36.90;226.64;883.84;35.32;34.93;652.00;51.00;326.00;16.39
BRISONr_151;QLB;B2;81.00;43.85;318.24;1162.16;33.54;29.83;540.00;65.00;420.00;18.60
BRISONr_152;QLB;B2;107.00;28.60;161.20;788.08;27.43;27.87;592.00;40.00;139.00;17.83
BRISONr_153;QLB;B2;100.00;31.24;231.12;968.00;28.87;27.90;552.00;64.00;62.00;16.99
BRISONr_154;QLB;B2;91.00;37.12;293.28;1027.60;27.80;28.30;604.00;62.00;584.00;17.70
BRISONr_155;QLB;B2;91.00;34.68;203.68;785.28;32.53;32.07;580.00;59.00;317.00;16.62
BRISONr_156;QLB;B2;110.00;38.65;280.32;1123.36;24.23;24.40;592.00;70.00;309.00;17.74
BRISONr_157;QLB;B2;100.00;30.97;188.40;898.80;30.19;28.07;544.00;61.00;145.00;17.90
BRISONr_158;QLB;B2;110.00;35.23;168.40;781.76;30.47;26.60;644.00;45.00;235.00;17.29
BRISONr_159;QLB;B2;103.00;46.08;336.88;1291.92;32.36;29.13;536.00;47.00;261.00;16.67
BRISONr_160;QLB;B2;104.00;37.67;289.12;1175.20;29.41;28.97;696.00;60.00;225.00;17.22
BRISONr_161;QLB;B2;92.00;36.44;277.12;1131.20;28.32;28.33;636.00;62.00;205.00;18.50
BRISONr_162;QLB;B2;99.00;40.75;178.24;674.16;31.48;27.87;684.00;48.00;278.00;16.12
BRISONr_163;QLB;B2;90.00;41.20;283.04;994.32;32.45;33.80;680.00;41.00;275.00;16.70
BRISONr_164;QLB;B2;100.00;40.36;236.72;914.32;32.85;32.80;692.00;49.00;214.00;18.48
BRISONr_165;QLB;B2;104.00;42.83;214.72;937.44;31.85;25.10;724.00;62.00;229.00;17.90
BRISONr_166;QLB;B2;106.00;44.39;276.16;1114.48;31.30;30.13;692.00;46.00;222.00;16.69
BRISONr_167;QLB;B2;120.00;38.00;410.56;1060.08;37.56;37.40;624.00;64.00;238.00;18.08
BRISONr_168;QLB;B2;108.00;33.96;229.92;954.56;30.16;33.17;544.00;51.00;407.00;17.66
BRISONr_169;QLB;B2;107.00;48.56;315.04;1083.84;33.34;35.53;688.00;41.00;139.00;15.36
BRISONr_170;QLB;B2;90.00;46.13;278.08;1063.12;19.24;17.47;644.00;63.00;192.00;17.21
BRISONr_171;QLB;B2;117.00;52.03;423.60;1358.48;25.31;22.53;700.00;41.00;66.00;15.96
BRISONr_172;QLB;B2;104.00;37.29;236.24;1003.28;30.76;30.27;604.00;45.00;371.00;15.13
BRISONr_173;QLB;B2;104.00;42.18;386.80;1506.40;34.43;36.80;656.00;41.00;152.00;16.75
BRISONr_174;QLB;B2;107.00;36.89;198.08;1111.92;31.22;29.67;728.00;45.00;355.00;17.24
BRISONr_175;QLB;B2;105.00;50.98;350.24;1165.76;33.20;29.33;860.00;37.00;436.00;15.63
BRISONr_176;QLB;B2;115.00;43.88;300.80;1230.72;31.24;29.47;616.00;58.00;265.00;17.72
BRISONr_177;QLB;B2;61.00;43.76;341.76;1013.92;26.14;24.40;772.00;59.00;288.00;17.18
BRISONr_178;QLB;B2;67.00;41.47;300.16;1127.28;27.06;26.37;784.00;59.00;507.00;18.31
BRISONr_179;QLB;B2;65.00;45.06;293.04;1020.48;29.35;26.33;656.00;56.00;217.00;16.43
BRISONr_180;QLB;B2;70.00;51.57;375.12;1172.80;29.78;27.50;744.00;62.00;507.00;15.61
BRISONr_181;QLB;B2;75.00;46.23;271.36;964.16;25.09;25.70;696.00;52.00;403.00;16.22
BRISONr_182;QLB;B2;72.00;52.50;408.32;1181.04;31.54;29.70;808.00;61.00;185.00;15.93
BRISONr_183;QLB;B2;72.00;46.32;471.28;1274.32;23.54;24.10;780.00;64.00;592.00;17.84
BRISONr_184;QLB;B2;85.00;51.83;445.84;1350.40;34.98;29.57;772.00;66.00;296.00;16.00
BRISONr_185;QLB;B2;65.00;51.05;384.40;1073.36;28.49;27.57;728.00;52.00;290.00;15.12
BRISONr_186;QLB;B2;67.00;41.90;296.64;873.68;26.38;25.63;808.00;49.00;184.00;16.37
BRISONr_187;QLB;B2;81.00;51.88;470.40;1428.88;24.08;24.93;776.00;53.00;370.00;14.50
BRISONr_188;QLB;B2;80.00;48.04;388.00;1236.64;30.30;30.03;740.00;54.00;326.00;16.42
BRISONr_189;QLB;B2;67.00;47.47;384.24;1183.84;28.49;29.10;696.00;56.00;489.00;15.62
BRISONr_190;QLB;B2;74.00;46.82;420.56;1186.48;28.21;27.87;776.00;42.00;180.00;15.13
BRISONr_191;QLB;B2;71.00;41.50;354.00;1190.72;27.67;24.37;824.00;49.00;215.00;15.64
BRISONr_192;QLB;B2;89.00;39.38;217.20;915.68;23.82;22.90;840.00;51.00;233.00;17.09
BRISONr_193;QLB;B2;85.00;42.88;308.56;1190.56;27.86;27.17;696.00;51.00;128.00;15.93
BRISONr_194;QLB;B2;78.00;48.07;293.20;890.64;32.25;32.40;728.00;60.00;304.00;15.77
BRISONr_195;QLB;B2;77.00;33.82;342.72;1148.96;30.76;29.90;580.00;62.00;242.00;18.22
BRISONr_196;QLB;B2;84.00;46.03;387.52;1224.96;31.02;31.23;712.00;60.00;73.00;14.89
