Gen;Location;Block;Plantheight;Seedyield;Seedyield_bio;Biomass_bio;TKW_plot;TKW_bio;Spike_number;Sedimentation;Falling_number;Crude_protein
BRISONr_78;QLB;B2;89.00;47.28;364.08;1129.36;33.00;31.63;684.00;52.00;238.00;14.47
BRISONr_79;QLB;B2;85.00;41.82;331.68;1007.68;28.10;30.17;404.00;48.00;335.00;15.16
BRISONr_80;QLB;B2;82.00;56.55;405.76;1121.68;33.20;35.23;568.00;33.00;293.00;14.06
BRISONr_81;QLB;B2;79.00;46.71;329.12;1071.76;32.31;33.50;436.00;44.00;129.00;15.16
BRISONr_82;QLB;B2;75.00;51.28;373.84;1213.60;24.51;25.03;604.00;53.00;399.00;16.48
BRISONr_83;QLB;B2;92.00;45.29;397.28;1194.48;34.55;37.30;540.00;49.00;194.00;14.86
BRISONr_84;QLB;B2;90.00;50.91;382.80;1265.36;28.23;29.80;564.00;37.00;160.00;16.25
BRISONr_85;QLB;B2;92.00;56.53;432.24;1500.24;27.46;24.90;904.00;51.00;64.00;17.57
BRISONr_86;QLB;B2;86.00;42.80;291.76;1058.64;30.73;32.27;520.00;33.00;64.00;14.61
BRISONr_87;QLB;B2;83.00;59.76;416.08;1312.32;33.65;35.03;584.00;33.00;284.00;14.42
BRISONr_88;QLB;B2;73.00;46.37;327.28;965.28;31.33;32.47;492.00;49.00;405.00;14.85
BRISONr_89;QLB;B2;94.00;47.48;300.56;889.12;33.26;35.77;612.00;31.00;364.00;15.17
BRISONr_90;QLB;B2;80.00;39.74;285.28;1142.16;33.60;34.27;520.00;51.00;356.00;16.41
BRISONr_91;QLB;B2;80.00;47.68;373.44;1144.48;30.21;34.00;524.00;51.00;492.00;14.67
BRISONr_92;QLB;B2;82.00;48.80;362.96;1079.52;29.52;30.73;644.00;34.00;355.00;13.91
BRISONr_93;QLB;B2;82.00;48.39;332.00;979.36;32.71;34.97;468.00;47.00;396.00;16.72
BRISONr_94;QLB;B2;69.00;37.52;276.40;1016.32;22.70;21.93;552.00;29.00;209.00;15.30
BRISONr_95;QLB;B2;82.00;49.15;417.36;1208.24;25.20;27.70;588.00;44.00;166.00;15.41
BRISONr_96;QLB;B2;80.00;48.38;339.52;973.12;32.62;32.30;492.00;45.00;299.00;15.06
BRISONr_97;QLB;B2;82.00;42.99;337.44;1056.80;30.53;30.10;524.00;35.00;146.00;14.76
BRISONr_98;QLB;B2;88.00;34.48;238.72;985.20;30.07;31.23;444.00;55.00;255.00;16.34
BRISONr_99;QLB;B2;85.00;50.72;374.56;1278.56;38.30;40.80;524.00;53.00;172.00;15.26
BRISONr_100;QLB;B2;73.00;54.52;493.60;1575.60;28.90;30.50;532.00;52.00;286.00;15.53
BRISONr_101;QLB;B2;88.00;34.21;242.00;983.20;34.29;37.27;544.00;60.00;320.00;16.57
BRISONr_102;QLB;B2;103.00;42.73;295.28;1050.72;31.54;33.20;624.00;60.00;352.00;16.40
BRISONr_103;QLB;B2;77.00;46.37;304.80;933.52;29.82;30.30;644.00;53.00;115.00;16.25
BRISONr_104;QLB;B2;89.00;48.93;388.40;1328.64;28.23;29.33;544.00;49.00;200.00;16.62
BRISONr_105;QLB;B2;78.00;43.78;265.12;822.64;27.86;32.83;580.00;46.00;337.00;14.27
BRISONr_106;QLB;B2;83.00;60.52;434.56;1292.88;34.29;32.23;568.00;32.00;114.00;13.08
BRISONr_107;QLB;B2;87.00;40.55;252.72;843.60;31.30;31.83;524.00;46.00;286.00;15.77
BRISONr_108;QLB;B2;88.00;35.57;273.04;858.80;37.58;35.40;392.00;37.00;110.00;15.64
BRISONr_109;QLB;B2;74.00;46.16;379.12;1379.04;31.19;29.30;544.00;61.00;415.00;17.22
BRISONr_110;QLB;B2;80.00;32.49;291.52;947.68;30.10;35.10;504.00;49.00;256.00;15.61
BRISONr_111;QLB;B2;80.00;47.46;286.24;1002.64;28.70;29.87;624.00;56.00;341.00;15.02
BRISONr_112;QLB;B2;91.00;45.17;213.44;776.88;34.00;33.20;576.00;51.00;345.00;15.20
BRISONr_113;QLB;B2;78.00;40.66;312.64;902.48;32.31;33.00;560.00;50.00;475.00;14.55
BRISONr_114;QLB;B2;90.00;45.37;266.48;886.16;33.37;36.50;556.00;34.00;235.00;15.30
BRISONr_115;QLB;B2;92.00;57.70;366.80;1069.04;28.44;32.43;528.00;34.00;397.00;14.74
BRISONr_116;QLB;B2;81.00;49.32;317.36;1062.32;30.36;32.03;564.00;45.00;367.00;15.73
BRISONr_117;QLB;B2;86.00;51.98;270.32;829.12;35.69;33.83;612.00;50.00;471.00;14.75
BRISONr_118;QLB;B2;87.00;57.56;396.64;1168.24;38.18;38.63;692.00;48.00;229.00;14.83
BRISONr_119;QLB;B2;77.00;50.69;282.16;1001.52;30.36;28.57;532.00;52.00;506.00;15.57
BRISONr_120;QLB;B2;84.00;42.55;276.56;924.80;30.81;31.17;556.00;54.00;141.00;17.04
BRISONr_121;QLB;B2;76.00;34.33;268.56;884.88;32.48;33.27;496.00;53.00;105.00;15.11
BRISONr_122;QLB;B2;79.00;46.75;416.96;1464.80;31.62;33.03;484.00;53.00;289.00;15.81
BRISONr_123;QLB;B2;83.00;34.25;269.60;870.08;26.00;25.47;544.00;33.00;318.00;14.32
BRISONr_124;QLB;B2;92.00;46.52;370.16;1087.20;29.33;30.27;544.00;52.00;136.00;14.72
BRISONr_125;QLB;B2;75.00;43.99;360.72;988.08;29.35;29.37;572.00;51.00;203.00;14.58
BRISONr_126;QLB;B2;80.00;35.91;290.40;936.64;30.64;32.60;552.00;53.00;350.00;15.68
BRISONr_127;QLB;B2;88.00;32.51;242.00;872.24;29.78;32.50;528.00;47.00;239.00;16.13
BRISONr_128;QLB;B2;100.00;37.51;198.08;696.40;34.74;36.20;552.00;33.00;335.00;14.79
BRISONr_129;QLB;B2;83.00;36.88;246.80;833.92;28.12;28.90;564.00;52.00;425.00;14.93
BRISONr_130;QLB;B2;88.00;37.14;233.20;923.52;33.60;31.87;544.00;42.00;275.00;17.35
BRISONr_131;QLB;B2;86.00;38.29;278.88;860.96;32.02;29.53;496.00;45.00;135.00;15.56
BRISONr_132;QLB;B2;72.00;42.91;269.20;842.72;27.29;32.50;472.00;50.00;335.00;15.79
BRISONr_133;QLB;B2;80.00;40.55;321.92;995.04;24.48;29.20;596.00;61.00;246.00;17.58
BRISONr_134;QLB;B2;87.00;38.59;328.40;816.08;31.13;32.63;564.00;50.00;282.00;14.88
BRISONr_135;QLB;B2;73.00;33.70;202.96;821.04;31.36;32.00;540.00;54.00;296.00;17.12
BRISONr_136;QLB;B2;82.00;50.41;316.24;843.84;36.27;34.40;584.00;49.00;426.00;14.21
BRISONr_137;QLB;B2;88.00;34.46;233.76;700.48;29.56;31.57;524.00;46.00;226.00;14.60
BRISONr_138;QLB;B2;76.00;34.73;211.84;718.80;30.59;29.47;540.00;57.00;312.00;17.51
BRISONr_139;QLB;B2;88.00;40.61;276.72;922.16;32.05;32.60;512.00;39.00;227.00;16.18
BRISONr_140;QLB;B2;81.00;32.65;202.08;780.00;34.46;32.10;520.00;46.00;169.00;16.84
BRISONr_141;QLB;B2;103.00;45.37;284.16;840.72;38.07;36.67;484.00;52.00;253.00;16.27
BRISONr_142;QLB;B2;75.00;44.83;287.68;1012.24;34.25;35.73;604.00;55.00;215.00;15.66
BRISONr_143;QLB;B2;91.00;48.61;295.68;1262.56;32.74;35.13;584.00;54.00;302.00;15.86
BRISONr_144;QLB;B2;73.00;38.80;322.00;1083.44;33.97;35.00;472.00;41.00;130.00;16.99
BRISONr_145;QLB;B2;90.00;37.69;265.68;912.08;35.41;34.07;592.00;62.00;512.00;16.90
BRISONr_146;QLB;B2;101.00;48.31;362.96;1177.44;36.89;34.77;564.00;60.00;187.00;15.57
BRISONr_147;QLB;B2;96.00;42.37;275.84;879.60;34.12;34.40;488.00;53.00;315.00;15.19
BRISONr_148;QLB;B2;86.00;46.25;269.92;932.88;34.46;36.43;524.00;55.00;283.00;16.37
BRISONr_149;QLB;B2;75.00;42.09;247.44;824.96;32.62;30.63;556.00;59.00;254.00;16.18
BRISONr_150;QLB;B2;87.00;32.78;260.40;928.88;34.37;31.50;432.00;45.00;345.00;15.03
BRISONr_151;QLB;B2;77.00;38.20;204.96;771.44;33.63;34.13;572.00;58.00;377.00;16.77
BRISONr_152;QLB;B2;99.00;39.35;267.36;944.24;28.92;31.53;676.00;37.00;162.00;16.61
BRISONr_153;QLB;B2;88.00;29.96;273.36;881.12;34.25;33.70;408.00;54.00;62.00;15.36
BRISONr_154;QLB;B2;103.00;40.25;294.64;920.32;30.85;31.43;512.00;55.00;565.00;14.92
BRISONr_155;QLB;B2;83.00;36.64;282.72;869.84;33.14;36.40;604.00;54.00;300.00;16.16
BRISONr_156;QLB;B2;100.00;36.74;239.36;846.40;26.77;29.00;536.00;63.00;278.00;15.97
BRISONr_157;QLB;B2;99.00;34.65;245.84;826.72;32.16;35.53;592.00;56.00;136.00;16.19
BRISONr_158;QLB;B2;94.00;27.63;171.20;741.68;32.10;30.93;512.00;40.00;284.00;15.13
BRISONr_159;QLB;B2;87.00;32.53;203.52;824.56;30.44;27.60;524.00;46.00;251.00;16.16
BRISONr_160;QLB;B2;84.00;32.59;279.20;859.52;29.44;31.90;500.00;50.00;195.00;15.58
BRISONr_161;QLB;B2;89.00;31.07;248.56;878.64;27.32;29.60;472.00;55.00;204.00;17.67
BRISONr_162;QLB;B2;79.00;43.80;362.00;1134.24;30.70;31.03;680.00;45.00;340.00;15.87
BRISONr_163;QLB;B2;90.00;37.04;181.44;821.12;31.99;32.33;540.00;39.00;228.00;16.33
BRISONr_164;QLB;B2;81.00;41.70;279.12;876.48;33.00;35.23;596.00;45.00;230.00;17.23
BRISONr_165;QLB;B2;90.00;40.06;290.72;1014.32;27.12;28.80;612.00;60.00;190.00;17.51
BRISONr_166;QLB;B2;94.00;44.51;361.12;1102.64;35.97;36.63;648.00;39.00;232.00;15.04
BRISONr_167;QLB;B2;90.00;30.17;215.36;916.48;33.00;37.20;484.00;59.00;276.00;17.64
BRISONr_168;QLB;B2;109.00;34.35;225.60;913.84;31.65;34.80;584.00;44.00;308.00;16.89
BRISONr_169;QLB;B2;76.00;41.65;316.16;888.16;31.85;36.03;512.00;37.00;136.00;15.82
BRISONr_170;QLB;B2;87.00;49.22;308.24;980.64;19.84;20.97;808.00;54.00;155.00;15.02
BRISONr_171;QLB;B2;94.00;48.30;315.84;999.44;24.66;27.47;472.00;41.00;154.00;14.87
BRISONr_172;QLB;B2;102.00;31.84;224.24;920.24;31.79;32.73;448.00;43.00;386.00;15.38
BRISONr_173;QLB;B2;90.00;38.78;254.64;1024.16;33.20;32.83;512.00;38.00;164.00;15.34
BRISONr_174;QLB;B2;83.00;39.95;298.00;1046.80;30.96;31.73;476.00;43.00;318.00;15.98
BRISONr_175;QLB;B2;94.00;42.27;308.88;971.76;32.08;32.53;520.00;32.00;469.00;15.49
BRISONr_176;QLB;B2;96.00;44.73;288.96;1077.28;32.08;32.57;512.00;52.00;275.00;16.23
BRISONr_177;QLB;B2;55.00;55.77;349.52;986.32;31.05;32.53;644.00;49.00;199.00;14.89
BRISONr_178;QLB;B2;55.00;54.21;330.24;1074.40;30.07;30.23;832.00;53.00;497.00;16.72
BRISONr_179;QLB;B2;65.00;54.50;416.80;1253.60;27.00;28.97;584.00;46.00;213.00;14.67
BRISONr_180;QLB;B2;75.00;58.05;406.64;1270.64;29.39;30.37;860.00;53.00;536.00;14.41
BRISONr_181;QLB;B2;79.00;52.75;388.08;1169.92;29.73;28.77;824.00;43.00;296.00;15.62
BRISONr_182;QLB;B2;60.00;57.56;398.08;1109.76;29.09;32.27;704.00;52.00;134.00;15.35
BRISONr_183;QLB;B2;65.00;46.14;324.24;877.76;29.84;28.77;784.00;54.00;544.00;15.67
BRISONr_184;QLB;B2;83.00;50.18;310.16;900.88;33.28;34.07;704.00;58.00;176.00;14.58
BRISONr_185;QLB;B2;56.00;51.81;394.88;1068.64;30.19;34.00;544.00;47.00;280.00;14.18
BRISONr_186;QLB;B2;65.00;46.46;447.12;1209.68;27.52;27.50;824.00;46.00;183.00;15.34
BRISONr_187;QLB;B2;77.00;54.08;348.00;1175.68;21.93;20.43;944.00;49.00;395.00;14.39
BRISONr_188;QLB;B2;65.00;46.19;278.48;926.16;29.84;30.63;768.00;48.00;312.00;15.66
BRISONr_189;QLB;B2;72.00;46.78;390.48;1123.52;27.41;31.83;752.00;51.00;452.00;15.68
BRISONr_190;QLB;B2;59.00;54.03;358.88;950.00;29.47;31.17;716.00;37.00;224.00;14.66
BRISONr_191;QLB;B2;69.00;45.67;229.52;714.00;27.63;29.97;512.00;45.00;200.00;13.89
BRISONr_192;QLB;B2;77.00;44.02;268.64;1129.84;25.46;25.57;1012.00;44.00;205.00;15.57
BRISONr_193;QLB;B2;58.00;48.32;332.56;1018.88;25.91;27.03;624.00;46.00;107.00;15.44
BRISONr_194;QLB;B2;74.00;47.84;367.84;1154.16;31.02;31.90;668.00;55.00;313.00;15.89
BRISONr_195;QLB;B2;69.00;45.01;253.52;706.80;33.05;35.50;524.00;51.00;168.00;15.29
BRISONr_196;QLB;B2;70.00;51.80;316.32;906.88;30.76;33.10;832.00;50.00;62.00;13.65
BRISONr_197;QLB;B2;58.00;51.02;403.76;1014.16;40.79;35.30;752.00;57.00;110.00;14.74
BRISONr_198;QLB;B2;80.00;40.38;253.92;886.16;31.99;32.93;692.00;37.00;62.00;15.67
BRISONr_199;QLB;B2;76.00;47.34;361.12;1153.60;23.85;24.40;824.00;52.00;209.00;15.26
BRISONr_200;QLB;B2;85.00;55.50;363.68;1014.88;31.36;32.33;660.00;49.00;266.00;14.60
BRISONr_201;QLB;B2;74.00;44.01;403.92;1144.88;26.14;28.03;696.00;30.00;113.00;14.39
BRISONr_202;QLB;B2;80.00;59.53;457.68;1362.08;31.71;34.97;764.00;49.00;142.00;14.03
BRISONr_203;QLB;B2;85.00;46.19;361.12;988.96;32.28;32.07;504.00;52.00;177.00;13.47
BRISONr_204;QLB;B2;78.00;57.19;345.44;1132.80;25.52;26.83;792.00;49.00;286.00;16.43
BRISONr_205;QLB;B2;77.00;43.37;321.36;1133.04;23.31;22.77;672.00;45.00;105.00;14.43
BRISONr_206;QLB;B2;80.00;44.06;321.76;1028.24;30.64;32.10;;45.00;301.00;12.36
BRISONr_207;QLB;B2;61.00;45.09;346.08;1029.68;31.59;29.60;724.00;53.00;383.00;14.84
BRISONr_208;QLB;B2;91.00;47.60;337.68;970.32;32.19;33.17;532.00;51.00;277.00;15.67
BRISONr_209;QLB;B2;85.00;44.79;312.72;901.84;29.67;32.93;604.00;55.00;454.00;15.01
BRISONr_210;QLB;B2;93.00;51.82;472.48;1333.04;43.71;42.17;756.00;53.00;118.00;14.94
BRISONr_211;QLB;B2;84.00;47.28;453.28;1190.88;25.31;25.73;944.00;49.00;223.00;14.14
BRISONr_212;QLB;B2;84.00;49.02;396.64;1194.80;45.04;30.13;644.00;45.00;485.00;16.05
BRISONr_213;QLB;B2;81.00;50.82;337.28;1124.08;29.33;34.60;844.00;50.00;234.00;16.64
BRISONr_214;QLB;B2;65.00;45.99;462.56;1261.60;31.19;35.10;544.00;47.00;249.00;14.30
BRISONr_215;QLB;B2;87.00;56.82;345.68;970.96;29.78;31.07;724.00;41.00;233.00;15.12
BRISONr_216;QLB;B2;78.00;45.18;271.84;741.04;30.99;31.27;740.00;38.00;95.00;13.51
BRISONr_217;QLB;B2;70.00;51.19;412.08;1167.84;26.60;29.47;704.00;42.00;262.00;15.08
BRISONr_218;QLB;B2;81.00;53.14;407.44;1062.56;28.27;27.20;656.00;41.00;241.00;14.12
BRISONr_219;QLB;B2;74.00;39.82;274.48;939.68;24.14;23.50;604.00;59.00;91.00;17.20
BRISONr_220;QLB;B2;78.00;41.52;318.40;961.20;32.45;34.63;712.00;31.00;169.00;13.39
BRISONr_1;QLB;B1;60.00;40.43;358.64;1037.60;27.63;26.33;532.00;47.00;311.00;16.89
BRISONr_2;QLB;B1;52.00;23.98;209.60;853.68;25.83;27.47;320.00;53.00;75.00;16.79
BRISONr_3;QLB;B1;82.00;43.13;276.24;1009.28;37.26;36.10;408.00;63.00;299.00;18.41
BRISONr_4;QLB;B1;57.00;44.84;331.12;1104.80;26.89;26.50;552.00;39.00;103.00;17.75
BRISONr_5;QLB;B1;65.00;47.48;217.52;787.60;29.01;32.03;516.00;51.00;365.00;17.47
BRISONr_6;QLB;B1;61.00;42.31;313.68;1136.24;24.36;24.43;492.00;57.00;242.00;17.05
BRISONr_7;QLB;B1;65.00;42.85;306.00;956.00;25.22;27.00;496.00;43.00;170.00;16.82
BRISONr_8;QLB;B1;56.00;41.84;314.88;994.00;27.78;27.27;448.00;37.00;94.00;16.88
BRISONr_9;QLB;B1;66.00;44.91;329.92;1335.36;27.69;27.10;588.00;56.00;433.00;17.02
BRISONr_10;QLB;B1;67.00;49.15;304.96;981.44;23.93;23.33;536.00;56.00;360.00;16.35
BRISONr_11;QLB;B1;78.00;33.32;269.12;852.00;27.58;27.20;;51.00;270.00;13.81
BRISONr_12;QLB;B1;66.00;42.75;259.36;961.12;35.35;34.27;588.00;57.00;451.00;17.56
BRISONr_13;QLB;B1;58.00;45.62;343.84;1083.12;24.94;25.07;500.00;50.00;133.00;16.98
BRISONr_14;QLB;B1;55.00;38.33;259.20;870.40;29.01;26.77;536.00;42.00;332.00;17.12
BRISONr_15;QLB;B1;60.00;35.20;278.56;1157.76;29.15;35.80;488.00;49.00;208.00;16.14
BRISONr_16;QLB;B1;58.00;36.28;291.04;1134.96;26.29;25.50;540.00;44.00;303.00;17.80
BRISONr_17;QLB;B1;59.00;41.14;251.28;966.72;30.42;27.83;552.00;52.00;228.00;17.06
BRISONr_18;QLB;B1;66.00;42.33;267.84;888.56;33.71;31.93;420.00;47.00;245.00;16.20
BRISONr_19;QLB;B1;69.00;42.67;251.28;1118.88;28.27;27.63;488.00;55.00;248.00;17.05
BRISONr_20;QLB;B1;51.00;30.34;253.36;904.80;25.43;29.63;372.00;53.00;196.00;16.91
BRISONr_21;QLB;B1;80.00;52.70;388.24;1377.92;27.12;27.90;564.00;52.00;381.00;16.28
BRISONr_22;QLB;B1;65.00;41.64;323.52;1019.04;23.25;22.97;524.00;47.00;199.00;17.32
BRISONr_23;QLB;B1;77.00;49.16;374.24;1245.68;32.05;33.00;784.00;55.00;122.00;16.57
BRISONr_24;QLB;B1;65.00;46.17;382.32;1004.16;25.80;31.77;544.00;59.00;271.00;16.65
BRISONr_25;QLB;B1;67.00;49.14;270.16;1008.80;32.45;34.27;516.00;55.00;311.00;17.15
BRISONr_26;QLB;B1;74.00;49.02;261.20;769.52;33.28;34.93;508.00;51.00;356.00;16.59
BRISONr_27;QLB;B1;67.00;38.73;273.44;997.76;28.84;28.57;344.00;44.00;229.00;17.52
BRISONr_28;QLB;B1;51.00;24.44;190.72;727.84;22.82;26.07;368.00;37.00;62.00;17.30
BRISONr_29;QLB;B1;62.00;52.30;336.40;1024.96;29.67;29.07;596.00;49.00;66.00;16.97
BRISONr_30;QLB;B1;64.00;40.46;302.80;1011.04;32.36;29.00;364.00;54.00;219.00;17.10
BRISONr_31;QLB;B1;61.00;50.08;288.96;1063.60;29.87;27.20;628.00;50.00;275.00;16.01
BRISONr_32;QLB;B1;67.00;42.14;353.68;1127.84;30.96;30.40;444.00;47.00;103.00;16.51
BRISONr_33;QLB;B1;55.00;44.51;318.08;971.92;26.89;27.83;488.00;33.00;75.00;17.26
BRISONr_34;QLB;B1;66.00;30.30;247.60;1061.04;30.50;32.00;480.00;62.00;263.00;17.95
BRISONr_35;QLB;B1;71.00;48.85;303.28;985.60;29.01;30.70;472.00;55.00;75.00;17.31
BRISONr_36;QLB;B1;66.00;40.66;284.64;1098.24;26.40;27.13;568.00;53.00;209.00;16.94
BRISONr_37;QLB;B1;70.00;37.67;405.52;1300.88;25.34;23.60;508.00;60.00;392.00;18.88
BRISONr_38;QLB;B1;66.00;33.36;241.20;763.84;29.44;25.00;432.00;60.00;422.00;16.97
BRISONr_39;QLB;B1;67.00;42.08;290.88;878.16;30.87;31.13;456.00;57.00;413.00;17.09
BRISONr_40;QLB;B1;63.00;24.24;207.36;951.20;33.60;31.07;360.00;45.00;231.00;16.97
BRISONr_41;QLB;B1;62.00;43.36;286.48;999.76;27.24;25.17;588.00;51.00;200.00;17.40
BRISONr_42;QLB;B1;64.00;50.79;347.76;946.56;28.84;30.53;512.00;43.00;66.00;16.39
BRISONr_43;QLB;B1;58.00;37.01;218.24;834.16;29.78;27.07;384.00;41.00;246.00;16.44
BRISONr_44;QLB;B1;60.00;49.63;374.24;1099.36;29.07;30.67;508.00;46.00;275.00;16.62
BRISONr_45;QLB;B1;62.00;43.48;303.68;1135.92;36.66;35.67;512.00;48.00;280.00;16.08
BRISONr_46;QLB;B1;64.00;36.43;285.84;1003.04;32.45;27.90;552.00;46.00;300.00;17.40
BRISONr_47;QLB;B1;66.00;49.81;300.40;958.08;29.01;29.83;676.00;55.00;434.00;16.12
BRISONr_48;QLB;B1;66.00;49.20;345.44;1146.96;28.38;28.97;596.00;55.00;240.00;17.89
BRISONr_49;QLB;B1;64.00;44.60;332.56;979.28;29.61;29.30;648.00;52.00;270.00;16.18
BRISONr_50;QLB;B1;63.00;40.53;245.60;878.72;29.87;29.57;436.00;55.00;257.00;17.60
BRISONr_51;QLB;B1;68.00;39.17;286.64;909.60;29.99;31.70;436.00;48.00;114.00;17.00
BRISONr_52;QLB;B1;64.00;43.03;266.00;902.40;21.99;23.50;480.00;55.00;313.00;18.00
BRISONr_53;QLB;B1;64.00;40.68;289.36;897.28;31.59;30.43;588.00;54.00;127.00;15.77
BRISONr_54;QLB;B1;60.00;50.65;323.20;929.60;30.53;31.10;660.00;50.00;259.00;16.05
BRISONr_55;QLB;B1;65.00;48.91;325.60;1112.64;30.73;28.20;560.00;58.00;325.00;16.07
BRISONr_56;QLB;B1;62.00;43.52;278.64;959.20;25.60;27.63;644.00;58.00;125.00;17.17
BRISONr_57;QLB;B1;66.00;38.72;206.96;660.08;26.77;27.53;508.00;54.00;336.00;12.88
BRISONr_58;QLB;B1;64.00;36.99;316.88;1147.52;33.48;30.20;484.00;50.00;269.00;17.24
BRISONr_59;QLB;B1;54.00;43.39;318.16;939.76;27.58;29.53;540.00;50.00;351.00;16.08
BRISONr_60;QLB;B1;73.00;47.57;377.92;1160.80;27.52;29.23;552.00;55.00;219.00;13.26
BRISONr_61;QLB;B1;70.00;42.33;226.72;932.88;30.56;28.13;568.00;55.00;269.00;18.31
BRISONr_62;QLB;B1;70.00;49.22;285.12;974.16;28.32;29.90;504.00;49.00;240.00;16.54
BRISONr_63;QLB;B1;74.00;42.09;340.24;1120.64;28.49;28.67;472.00;54.00;273.00;18.01
BRISONr_64;QLB;B1;72.00;43.94;309.52;966.16;31.22;30.53;424.00;56.00;465.00;16.31
BRISONr_65;QLB;B1;70.00;49.79;342.16;1133.76;28.35;30.00;524.00;47.00;282.00;16.18
BRISONr_66;QLB;B1;66.00;36.49;343.52;1146.64;28.72;30.33;448.00;58.00;317.00;17.33
BRISONr_67;QLB;B1;65.00;48.61;314.64;941.44;27.72;29.13;384.00;39.00;117.00;16.49
BRISONr_68;QLB;B1;70.00;51.81;279.04;1077.76;26.23;30.97;544.00;46.00;155.00;15.97
BRISONr_69;QLB;B1;60.00;45.83;286.00;931.28;31.02;26.33;568.00;38.00;152.00;17.32
BRISONr_70;QLB;B1;64.00;39.16;198.80;774.72;27.46;28.63;512.00;56.00;381.00;17.37
BRISONr_71;QLB;B1;62.00;46.11;240.32;936.16;30.81;30.43;600.00;51.00;284.00;16.54
BRISONr_72;QLB;B1;65.00;55.96;302.24;1072.96;23.82;22.20;444.00;54.00;116.00;16.61
BRISONr_73;QLB;B1;61.00;34.82;272.24;986.64;26.83;28.37;256.00;48.00;236.00;16.07
BRISONr_74;QLB;B1;58.00;32.02;227.92;862.80;25.09;22.10;500.00;55.00;392.00;18.06
BRISONr_75;QLB;B1;73.00;43.38;315.28;838.24;27.61;28.10;644.00;63.00;197.00;17.68
BRISONr_76;QLB;B1;70.00;43.06;261.76;867.68;31.71;33.00;432.00;53.00;355.00;16.51
BRISONr_77;QLB;B1;80.00;50.38;310.64;910.56;28.12;29.43;476.00;56.00;308.00;16.95
BRISONr_78;QLB;B1;62.00;24.50;107.92;687.36;29.30;34.03;252.00;56.00;124.00;16.71
BRISONr_79;QLB;B1;69.00;42.10;280.32;920.48;28.29;25.50;416.00;48.00;244.00;16.23
BRISONr_80;QLB;B1;74.00;43.30;327.20;1160.80;35.37;32.83;692.00;36.00;253.00;15.42
BRISONr_81;QLB;B1;61.00;39.64;244.40;927.60;30.38;29.27;448.00;48.00;100.00;16.94
BRISONr_82;QLB;B1;65.00;32.77;225.44;842.72;26.51;25.17;472.00;60.00;365.00;18.82
BRISONr_83;QLB;B1;72.00;47.06;341.20;1070.56;32.53;31.40;472.00;54.00;158.00;17.17
BRISONr_84;QLB;B1;64.00;42.68;287.28;1008.96;30.47;32.73;564.00;43.00;116.00;17.85
BRISONr_85;QLB;B1;70.00;40.86;244.80;957.36;26.00;24.77;496.00;54.00;63.00;18.52
BRISONr_86;QLB;B1;65.00;40.39;218.48;847.04;26.40;30.07;432.00;37.00;62.00;17.41
BRISONr_87;QLB;B1;71.00;40.29;273.84;1014.24;33.00;32.27;488.00;37.00;245.00;16.69
BRISONr_88;QLB;B1;70.00;47.22;368.48;1395.84;24.31;20.63;572.00;54.00;413.00;17.57
BRISONr_89;QLB;B1;74.00;35.99;208.80;872.48;31.73;29.80;524.00;38.00;375.00;17.50
BRISONr_90;QLB;B1;70.00;41.61;272.48;911.92;27.80;27.80;500.00;58.00;372.00;18.46
BRISONr_91;QLB;B1;65.00;50.75;306.00;1005.68;29.56;29.67;660.00;52.00;476.00;16.31
BRISONr_92;QLB;B1;65.00;45.87;300.64;1043.84;28.04;30.03;464.00;35.00;397.00;16.02
BRISONr_93;QLB;B1;67.00;37.68;310.80;970.64;26.43;27.77;460.00;53.00;246.00;17.63
BRISONr_94;QLB;B1;55.00;17.82;174.40;806.40;20.92;23.57;496.00;40.00;166.00;18.26
BRISONr_95;QLB;B1;73.00;46.72;316.48;1110.40;24.14;23.93;624.00;50.00;165.00;17.68
BRISONr_96;QLB;B1;66.00;44.48;329.52;1077.12;29.09;27.80;492.00;56.00;273.00;18.16
BRISONr_97;QLB;B1;68.00;38.84;300.40;1133.44;27.84;30.53;404.00;41.00;238.00;17.10
BRISONr_98;QLB;B1;73.00;23.80;226.88;940.00;26.81;27.30;372.00;54.00;448.00;17.00
BRISONr_99;QLB;B1;69.00;29.07;191.60;891.92;40.74;39.70;408.00;56.00;158.00;17.58
BRISONr_100;QLB;B1;72.00;40.04;276.48;952.16;27.61;27.63;576.00;57.00;274.00;17.80
BRISONr_101;QLB;B1;65.00;35.32;257.36;1040.08;33.88;32.90;596.00;68.00;291.00;18.83
BRISONr_102;QLB;B1;60.00;31.32;216.32;1030.08;30.30;32.10;348.00;58.00;277.00;17.41
BRISONr_103;QLB;B1;62.00;38.67;268.64;1077.68;27.12;26.20;480.00;56.00;85.00;18.24
BRISONr_104;QLB;B1;70.00;33.48;197.60;950.00;27.67;29.13;336.00;64.00;193.00;18.75
BRISONr_105;QLB;B1;60.00;40.08;262.24;1001.44;25.65;26.17;472.00;55.00;252.00;15.14
BRISONr_106;QLB;B1;70.00;49.76;328.08;1090.64;31.88;34.43;504.00;31.00;95.00;15.48
BRISONr_107;QLB;B1;66.00;31.16;187.76;734.56;31.45;29.77;472.00;51.00;309.00;16.50
BRISONr_108;QLB;B1;62.00;20.81;128.48;762.96;34.92;28.20;332.00;43.00;104.00;17.18
